,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,Cluster,Spending_Score_Encoded
5911,466668,Female,Yes,49,Yes,Engineer,0,Low,1,Cat_2,B,0,2
5912,467437,Female,Yes,76,Yes,Lawyer,0,High,2,Cat_6,B,0,1
5913,465267,Male,Yes,37,No,Engineer,12,Average,5,Cat_4,B,1,0
5915,463849,Female,Yes,35,No,Artist,0,Low,2,Cat_6,B,2,2
5916,467191,Female,Yes,31,No,Homemaker,12,Average,2,Cat_6,B,1,0
5917,460970,Male,No,21,No,Marketing,1,Low,5,Cat_6,B,2,2
5918,463943,Male,No,71,Yes,Entertainment,1,Low,2,Cat_6,C,0,2
5919,463778,Female,No,27,No,Engineer,1,Low,4,Cat_5,A,2,2
5922,462894,Male,Yes,43,Yes,Artist,2,Average,4,Cat_3,C,1,0
5923,465963,Male,Yes,46,Yes,Artist,0,Low,2,Cat_6,B,0,2
5924,466791,Male,Yes,88,No,Lawyer,1,Low,1,Cat_6,A,0,2
5925,460807,Male,No,29,No,Healthcare,1,Low,6,Cat_6,D,2,2
5926,462328,Male,No,27,No,Engineer,0,Low,5,Cat_6,D,2,2
5928,460041,Female,Yes,48,No,Artist,8,Average,3,Cat_6,A,1,0
5929,466840,Male,No,20,No,Healthcare,4,Low,5,Cat_2,D,2,2
5930,461585,Male,No,38,Yes,Entertainment,1,Low,1,Cat_7,A,0,2
5932,462570,Female,No,29,No,Homemaker,1,Low,6,Cat_6,D,2,2
5933,461845,Female,Yes,48,Yes,Doctor,1,Average,4,Cat_6,C,1,0
5934,465182,Female,No,65,Yes,Lawyer,0,Low,1,Cat_6,A,0,2
5935,463868,Male,Yes,51,No,Engineer,1,Average,7,Cat_4,B,1,0
5936,464028,Female,No,21,No,Healthcare,0,Low,5,Cat_6,D,2,2
5937,466438,Female,No,42,Yes,Artist,0,Low,1,Cat_6,A,0,2
5938,462196,Male,Yes,56,No,Marketing,1,Average,3,Cat_4,B,1,0
5939,463043,Female,Yes,86,Yes,Lawyer,9,High,2,Cat_6,C,0,1
5940,464316,Male,Yes,59,Yes,Artist,0,Average,4,Cat_6,C,1,0
5941,466595,Male,Yes,86,Yes,Executive,1,High,2,Cat_6,C,0,1
5942,465240,Male,Yes,59,Yes,Artist,4,High,2,Cat_7,D,0,1
5943,467303,Male,Yes,38,Yes,Doctor,3,Average,2,Cat_6,C,1,0
5944,465388,Female,No,31,Yes,Marketing,0,Low,1,Cat_6,D,0,2
5945,462014,Female,No,45,Yes,Artist,1,Low,1,Cat_6,B,0,2
5946,465401,Female,Yes,48,Yes,Artist,10,Low,2,Cat_6,B,2,2
5947,461096,Female,No,33,No,Engineer,9,Low,4,Cat_3,B,2,2
5948,462801,Male,Yes,38,Yes,Entertainment,9,Average,3,Cat_6,B,1,0
5949,463829,Female,Yes,49,Yes,Artist,1,Average,4,Cat_6,C,1,0
5950,459770,Female,Yes,48,Yes,Artist,8,Average,2,Cat_6,A,1,0
5952,463737,Male,No,28,Yes,Healthcare,7,Low,4,Cat_2,C,2,2
5953,462433,Female,Yes,33,Yes,Doctor,0,Average,2,Cat_6,B,1,0
5954,465311,Male,No,20,No,Healthcare,0,Low,4,Cat_6,D,2,2
5955,464804,Male,Yes,27,No,Entertainment,0,Low,1,Cat_4,A,2,2
5956,464721,Male,Yes,39,Yes,Artist,3,Average,4,Cat_6,B,1,0
5957,465131,Female,Yes,87,No,Lawyer,0,Low,1,Cat_6,C,0,2
5958,467371,Male,No,30,Yes,Healthcare,1,Low,4,Cat_6,B,2,2
5960,459004,Female,Yes,51,Yes,Artist,1,High,5,Cat_6,C,1,1
5961,465290,Male,Yes,46,Yes,Executive,1,High,5,Cat_6,B,1,1
5962,464165,Female,No,55,No,Entertainment,3,Low,1,Cat_6,A,0,2
5963,462502,Male,No,39,No,Entertainment,0,Low,4,Cat_6,A,2,2
5964,467572,Male,Yes,63,Yes,Artist,1,Average,4,Cat_6,A,1,0
5965,464117,Male,Yes,84,Yes,Lawyer,0,High,2,Cat_6,C,0,1
5966,461688,Male,Yes,41,Yes,Executive,7,High,2,Cat_6,C,2,1
5968,460130,Male,No,27,Yes,Healthcare,2,Low,4,Cat_1,A,2,2
5969,462425,Male,No,35,Yes,Doctor,3,Low,1,Cat_6,A,2,2
5970,460326,Female,Yes,47,Yes,Artist,6,Low,2,Cat_6,B,2,2
5971,465903,Female,No,51,Yes,Artist,0,Low,1,Cat_6,B,0,2
5972,461961,Female,Yes,32,Yes,Artist,8,Low,3,Cat_6,B,2,2
5973,467855,Male,Yes,31,Yes,Engineer,1,Low,2,Cat_6,D,2,2
5974,459213,Female,No,38,Yes,Healthcare,0,Low,4,Cat_6,A,2,2
5975,461120,Male,No,20,No,Healthcare,1,Low,3,Cat_3,D,2,2
5976,467927,Male,No,31,Yes,Doctor,8,Low,6,Cat_2,A,2,2
5977,466908,Male,Yes,55,Yes,Entertainment,1,Low,2,Cat_6,A,0,2
5979,466497,Male,No,83,Yes,Lawyer,0,Low,1,Cat_6,D,0,2
5980,465027,Male,Yes,41,Yes,Doctor,0,Low,2,Cat_6,B,0,2
5981,463550,Female,Yes,38,Yes,Artist,1,Average,2,Cat_4,C,1,0
5982,462943,Male,Yes,61,Yes,Executive,5,High,2,Cat_6,B,0,1
5983,462954,Female,Yes,48,Yes,Homemaker,12,Low,1,Cat_6,A,2,2
5984,463567,Male,Yes,40,Yes,Doctor,1,Average,2,Cat_6,B,1,0
5985,466124,Female,No,47,Yes,Artist,0,Low,1,Cat_6,B,0,2
5986,463354,Male,Yes,53,Yes,Executive,4,High,4,Cat_6,D,1,1
5988,465586,Male,Yes,72,No,Artist,1,Low,1,Cat_6,B,0,2
5989,466178,Female,Yes,50,Yes,Artist,1,Average,4,Cat_6,C,1,0
5990,461929,Male,Yes,63,Yes,Entertainment,0,Low,1,Cat_6,A,0,2
5991,465752,Male,Yes,42,Yes,Artist,5,Average,2,Cat_6,C,1,0
5992,462931,Male,Yes,40,No,Entertainment,14,Average,3,Cat_6,D,1,0
5993,467853,Female,Yes,63,Yes,Artist,1,Average,5,Cat_3,C,1,0
5994,467277,Male,No,25,Yes,Artist,13,Low,3,Cat_6,A,2,2
5995,459049,Male,Yes,49,Yes,Executive,2,High,4,Cat_2,B,1,1
5996,464098,Female,No,28,No,Healthcare,0,Low,6,Cat_5,A,2,2
5997,459438,Female,Yes,69,Yes,Artist,0,High,2,Cat_6,C,0,1
5998,466815,Male,No,31,No,Healthcare,0,Low,5,Cat_4,C,2,2
5999,459747,Female,Yes,36,Yes,Artist,1,Average,5,Cat_6,C,1,0
6000,461014,Male,No,21,No,Healthcare,9,Low,4,Cat_3,D,2,2
6001,462007,Female,Yes,36,Yes,Artist,1,Average,2,Cat_6,C,1,0
6002,465446,Female,No,41,Yes,Healthcare,12,Low,1,Cat_1,A,2,2
6003,461416,Female,No,31,Yes,Artist,13,Low,2,Cat_6,B,2,2
6004,463089,Male,Yes,51,Yes,Executive,7,High,4,Cat_6,C,1,1
6005,463373,Male,Yes,55,Yes,Artist,1,Low,3,Cat_3,A,0,2
6007,465470,Female,Yes,61,No,Engineer,1,Average,2,Cat_6,C,1,0
6008,465985,Male,No,31,Yes,Artist,1,Low,3,Cat_6,D,2,2
6009,462715,Female,Yes,55,Yes,Artist,1,High,4,Cat_6,B,1,1
6010,461925,Female,No,33,Yes,Artist,0,Low,5,Cat_3,C,2,2
6011,465743,Female,Yes,50,Yes,Artist,1,Average,5,Cat_2,C,1,0
6012,463675,Male,Yes,71,No,Entertainment,1,Low,2,Cat_6,A,0,2
6014,464305,Female,Yes,73,Yes,Lawyer,1,High,2,Cat_6,C,0,1
6015,467178,Female,Yes,58,No,Lawyer,0,High,4,Cat_6,C,1,1
6016,464185,Male,Yes,65,Yes,Artist,5,High,2,Cat_6,A,0,1
6017,467082,Female,Yes,75,Yes,Artist,1,High,2,Cat_6,C,0,1
6018,459948,Female,No,62,Yes,Engineer,0,Low,1,Cat_6,B,0,2
6019,465991,Female,No,38,Yes,Healthcare,0,Low,5,Cat_6,D,2,2
6020,465407,Female,No,27,Yes,Homemaker,3,Low,7,Cat_6,D,2,2
6021,466225,Male,No,19,No,Healthcare,0,Low,3,Cat_2,D,2,2
6023,461843,Female,Yes,50,Yes,Artist,0,High,2,Cat_3,C,0,1
6024,465935,Male,No,27,Yes,Entertainment,9,Low,1,Cat_6,A,2,2
6025,463758,Male,No,33,No,Healthcare,9,Low,3,Cat_7,C,2,2
6026,464651,Female,Yes,26,No,Doctor,0,Average,3,Cat_4,D,1,0
6028,467085,Male,No,45,Yes,Entertainment,1,Low,2,Cat_6,A,0,2
6029,463965,Male,No,25,Yes,Doctor,7,Low,1,Cat_6,A,2,2
6030,467156,Male,Yes,37,Yes,Artist,6,Low,1,Cat_6,B,2,2
6031,461347,Female,Yes,37,Yes,Artist,5,Average,3,Cat_6,B,1,0
6032,462113,Female,Yes,60,Yes,Artist,8,High,6,Cat_6,C,1,1
6033,461299,Female,Yes,76,Yes,Lawyer,1,High,2,Cat_6,C,0,1
6034,466760,Male,Yes,47,Yes,Doctor,0,Average,4,Cat_6,A,1,0
6035,459760,Female,Yes,42,Yes,Artist,8,Low,1,Cat_6,A,2,2
6036,463972,Male,Yes,66,Yes,Artist,0,Low,4,Cat_2,C,0,2
6038,467431,Male,Yes,40,Yes,Artist,9,Average,3,Cat_6,C,1,0
6039,463466,Male,No,21,No,Healthcare,13,Low,6,Cat_6,D,2,2
6040,460479,Female,No,42,No,Doctor,8,Low,1,Cat_3,A,2,2
6041,461033,Male,Yes,57,Yes,Doctor,5,Average,2,Cat_6,C,1,0
6042,460839,Male,No,23,No,Healthcare,4,Low,3,Cat_6,D,2,2
6043,462426,Female,Yes,52,Yes,Artist,2,Average,4,Cat_6,C,1,0
6044,461431,Male,Yes,42,Yes,Doctor,1,Average,2,Cat_1,C,1,0
6045,461121,Male,No,28,No,Doctor,0,Low,4,Cat_3,D,2,2
6046,467149,Male,Yes,43,Yes,Artist,9,Average,3,Cat_6,A,1,0
6047,461809,Male,No,30,Yes,Doctor,3,Low,2,Cat_6,D,2,2
6048,463793,Male,No,26,No,Healthcare,1,Low,6,Cat_4,A,2,2
6049,460168,Male,Yes,86,Yes,Executive,0,High,2,Cat_2,C,0,1
6050,463931,Male,Yes,52,Yes,Entertainment,0,Average,2,Cat_6,C,1,0
6051,463046,Female,Yes,43,No,Engineer,0,Low,1,Cat_6,A,0,2
6053,460020,Male,Yes,53,Yes,Artist,1,Average,3,Cat_6,C,1,0
6054,461878,Male,No,33,Yes,Healthcare,3,Low,1,Cat_6,D,2,2
6055,465802,Male,Yes,25,Yes,Healthcare,9,Low,2,Cat_6,C,2,2
6056,466956,Female,Yes,55,Yes,Artist,1,Low,1,Cat_6,B,0,2
6057,462559,Female,Yes,47,Yes,Engineer,9,Average,4,Cat_2,C,1,0
6059,467260,Male,No,27,No,Doctor,9,Low,4,Cat_6,D,2,2
6060,458994,Male,Yes,38,Yes,Healthcare,8,Average,4,Cat_6,C,1,0
6061,459772,Female,Yes,69,Yes,Artist,2,Average,9,Cat_5,C,1,0
6062,464895,Male,No,19,No,Doctor,1,Low,5,Cat_4,C,2,2
6063,460625,Female,No,28,No,Marketing,9,Low,2,Cat_3,D,2,2
6064,465263,Male,Yes,65,Yes,Artist,1,High,2,Cat_6,C,0,1
6066,462441,Female,No,22,No,Healthcare,0,Low,4,Cat_6,D,2,2
6067,459828,Female,Yes,25,No,Homemaker,11,Average,3,Cat_6,D,1,0
6068,460328,Female,No,52,Yes,Artist,1,Low,2,Cat_6,A,0,2
6069,466448,Female,No,37,Yes,Artist,0,Low,2,Cat_6,B,0,2
6070,463556,Male,Yes,29,Yes,Entertainment,0,Low,2,Cat_2,D,2,2
6071,461109,Male,No,31,Yes,Healthcare,0,Low,3,Cat_3,D,2,2
6072,460557,Female,No,36,Yes,Marketing,9,Low,1,Cat_3,C,2,2
6073,466066,Female,No,73,Yes,Artist,0,Low,1,Cat_6,C,0,2
6074,459457,Male,Yes,51,Yes,Artist,2,Low,2,Cat_6,A,0,2
6076,463538,Male,Yes,60,No,Executive,0,High,2,Cat_6,B,0,1
6078,466588,Female,No,22,No,Healthcare,9,Low,4,Cat_6,D,2,2
6079,460112,Male,Yes,28,Yes,Engineer,9,Average,2,Cat_3,C,1,0
6080,466744,Female,Yes,52,Yes,Artist,1,Average,3,Cat_6,C,1,0
6081,461821,Female,No,28,No,Doctor,0,Low,4,Cat_6,C,2,2
6082,463993,Female,Yes,37,Yes,Artist,5,Average,2,Cat_6,B,1,0
6083,467779,Male,Yes,53,Yes,Doctor,2,Average,3,Cat_6,C,1,0
6084,461144,Female,No,23,No,Lawyer,0,Low,6,Cat_3,B,2,2
6085,464308,Female,Yes,75,Yes,Lawyer,0,High,2,Cat_6,B,0,1
6087,464509,Male,Yes,53,Yes,Artist,0,High,4,Cat_6,C,1,1
6088,464061,Male,Yes,30,Yes,Artist,12,Average,2,Cat_6,B,1,0
6089,466064,Female,Yes,31,No,Entertainment,0,Average,2,Cat_3,A,1,0
6090,461999,Male,No,27,Yes,Doctor,0,Low,5,Cat_6,B,2,2
6091,466913,Male,Yes,65,Yes,Lawyer,0,Low,1,Cat_6,A,0,2
6093,465765,Male,Yes,52,No,Entertainment,0,Average,2,Cat_4,B,1,0
6095,460158,Female,No,51,No,Engineer,8,Low,6,Cat_4,D,2,2
6096,460703,Female,Yes,30,Yes,Engineer,8,Average,5,Cat_4,D,1,0
6097,465625,Male,No,42,Yes,Artist,11,Low,2,Cat_6,C,2,2
6098,466857,Female,No,19,No,Healthcare,9,Low,8,Cat_5,D,2,2
6099,466828,Male,Yes,50,Yes,Executive,0,High,4,Cat_6,B,1,1
6100,464679,Male,Yes,41,Yes,Artist,0,Average,4,Cat_4,C,1,0
6101,464145,Female,No,36,No,Engineer,14,Low,4,Cat_6,D,2,2
6102,465543,Female,Yes,43,Yes,Healthcare,0,Average,2,Cat_3,A,1,0
6103,467630,Male,Yes,85,No,Lawyer,0,Low,1,Cat_6,D,0,2
6107,465521,Female,Yes,47,Yes,Artist,1,Average,2,Cat_7,C,1,0
6108,460300,Female,Yes,60,Yes,Lawyer,0,Low,2,Cat_6,D,0,2
6110,466367,Female,No,37,Yes,Doctor,5,Low,1,Cat_2,B,2,2
6111,464898,Male,No,31,Yes,Healthcare,0,Low,2,Cat_4,C,2,2
6116,465632,Male,No,37,Yes,Artist,4,Low,7,Cat_7,A,2,2
6117,460735,Male,Yes,35,Yes,Engineer,1,Average,4,Cat_3,A,1,0
6118,467812,Male,No,50,Yes,Artist,1,Low,1,Cat_2,B,0,2
6119,464950,Male,No,21,No,Healthcare,1,Low,4,Cat_4,D,2,2
6120,459562,Male,Yes,59,No,Entertainment,1,Average,2,Cat_7,C,1,0
6121,464839,Female,No,20,No,Healthcare,1,Low,5,Cat_4,D,2,2
6122,465959,Female,No,49,Yes,Engineer,9,Low,1,Cat_6,A,0,2
6123,463624,Male,Yes,62,Yes,Executive,0,High,4,Cat_6,C,1,1
6124,466227,Male,Yes,61,Yes,Artist,0,Average,5,Cat_6,C,1,0
6126,465334,Female,Yes,41,No,Marketing,5,Average,3,Cat_6,A,1,0
6127,460595,Male,Yes,21,No,Doctor,1,Low,3,Cat_3,D,2,2
6129,464955,Female,Yes,38,No,Engineer,1,Average,6,Cat_4,B,1,0
6132,463188,Female,Yes,48,Yes,Artist,2,Low,2,Cat_6,C,0,2
6134,459509,Male,No,30,Yes,Healthcare,1,Low,1,Cat_6,D,2,2
6136,464838,Male,No,19,No,Healthcare,0,Low,4,Cat_2,D,2,2
6138,464635,Male,Yes,43,Yes,Healthcare,1,High,4,Cat_4,B,1,1
6139,465213,Male,Yes,38,Yes,Entertainment,2,Average,2,Cat_6,B,1,0
6140,460317,Male,No,32,No,Doctor,10,Low,2,Cat_6,D,2,2
6141,460196,Female,No,38,Yes,Healthcare,8,Low,2,Cat_6,D,2,2
6142,463643,Female,No,43,Yes,Artist,0,Low,3,Cat_6,A,2,2
6143,459285,Male,No,76,Yes,Lawyer,0,Low,2,Cat_6,A,0,2
6144,464558,Male,No,30,Yes,Healthcare,9,Low,5,Cat_6,D,2,2
6145,463950,Male,No,31,No,Healthcare,1,Low,4,Cat_7,D,2,2
6146,464657,Male,No,23,No,Healthcare,0,Low,3,Cat_3,D,2,2
6147,461922,Male,Yes,70,No,Lawyer,0,High,3,Cat_1,B,0,1
6148,465421,Female,No,25,No,Engineer,1,Low,1,Cat_4,A,2,2
6149,463617,Male,No,29,No,Marketing,1,Low,2,Cat_6,D,2,2
6150,461574,Female,Yes,50,Yes,Artist,1,Average,3,Cat_6,C,1,0
6151,467638,Male,Yes,71,Yes,Artist,1,Average,2,Cat_6,C,1,0
6152,460762,Female,No,18,No,Healthcare,0,Low,5,Cat_4,D,2,2
6156,460408,Female,No,41,Yes,Artist,2,Low,1,Cat_6,A,0,2
6157,461089,Male,No,20,No,Marketing,0,Low,3,Cat_3,B,2,2
6158,466866,Male,Yes,27,No,Entertainment,14,Average,2,Cat_6,A,1,0
6159,467781,Male,Yes,27,Yes,Healthcare,1,High,2,Cat_6,D,2,1
6160,467867,Female,No,18,No,Healthcare,0,Low,4,Cat_4,D,2,2
6161,459309,Female,Yes,41,Yes,Artist,9,High,2,Cat_2,B,2,1
6162,465040,Male,Yes,67,No,Lawyer,1,Average,2,Cat_6,A,1,0
6163,462387,Female,Yes,28,Yes,Artist,0,Low,2,Cat_7,A,2,2
6165,463646,Male,Yes,45,No,Artist,1,Average,4,Cat_6,B,1,0
6166,462810,Male,Yes,36,No,Executive,8,High,4,Cat_6,C,2,1
6168,463999,Female,No,33,No,Engineer,1,Low,3,Cat_6,C,2,2
6169,461785,Female,Yes,87,Yes,Artist,1,Average,2,Cat_6,C,1,0
6170,461238,Female,Yes,52,Yes,Artist,3,Low,1,Cat_6,A,0,2
6171,464200,Female,No,32,No,Healthcare,1,Low,3,Cat_6,D,2,2
6172,465819,Female,No,42,Yes,Engineer,1,Low,7,Cat_4,A,2,2
6173,462018,Male,No,22,No,Healthcare,8,Low,5,Cat_2,D,2,2
6174,459275,Female,No,18,No,Doctor,2,Low,4,Cat_6,D,2,2
6175,461498,Female,No,26,No,Doctor,1,Low,4,Cat_2,D,2,2
6176,461894,Female,Yes,66,Yes,Artist,0,Average,2,Cat_6,C,1,0
6177,461176,Female,Yes,66,No,Engineer,6,Average,4,Cat_5,B,1,0
6178,460759,Male,Yes,69,No,Lawyer,1,Low,2,Cat_1,B,0,2
6180,463928,Male,Yes,55,Yes,Artist,1,Low,2,Cat_6,A,0,2
6181,465753,Female,Yes,49,Yes,Artist,6,Low,2,Cat_6,C,2,2
6182,467354,Male,Yes,61,Yes,Doctor,3,Low,2,Cat_6,A,0,2
6183,467326,Female,No,47,Yes,Artist,0,Low,1,Cat_1,C,0,2
6184,461331,Male,Yes,59,Yes,Executive,0,High,5,Cat_6,C,1,1
6185,462744,Male,Yes,38,Yes,Artist,3,Average,4,Cat_6,B,1,0
6186,461436,Male,Yes,55,Yes,Artist,8,Average,2,Cat_2,C,1,0
6187,463057,Female,No,25,No,Homemaker,1,Low,1,Cat_2,D,2,2
6188,467609,Male,No,36,No,Artist,2,Low,4,Cat_6,A,2,2
6189,466451,Male,Yes,41,Yes,Entertainment,0,Low,1,Cat_6,A,0,2
6190,463680,Female,No,39,No,Engineer,1,Low,3,Cat_3,A,2,2
6191,463589,Female,No,20,No,Healthcare,1,Low,3,Cat_6,D,2,2
6192,460459,Female,No,33,No,Engineer,0,Low,5,Cat_3,D,2,2
6193,459128,Female,Yes,78,No,Lawyer,0,High,3,Cat_6,B,0,1
6194,464957,Female,Yes,87,No,Lawyer,0,Low,1,Cat_4,A,0,2
6195,464835,Male,No,19,No,Healthcare,1,Low,6,Cat_4,D,2,2
6197,466210,Female,Yes,60,Yes,Artist,1,High,4,Cat_6,C,1,1
6198,462351,Male,Yes,77,No,Lawyer,1,High,2,Cat_6,C,0,1
6199,460015,Female,Yes,43,No,Entertainment,5,Low,1,Cat_3,D,0,2
6200,463355,Female,Yes,51,Yes,Artist,6,Average,3,Cat_6,C,1,0
6201,465354,Male,No,18,No,Doctor,0,Low,5,Cat_2,C,2,2
6202,464373,Female,No,46,Yes,Artist,0,Low,2,Cat_6,B,0,2
6203,459611,Female,No,20,No,Healthcare,1,Low,5,Cat_6,D,2,2
6204,466487,Female,No,27,Yes,Healthcare,0,Low,5,Cat_4,A,2,2
6205,462166,Male,Yes,26,Yes,Artist,0,Low,2,Cat_1,C,2,2
6206,461056,Female,Yes,57,Yes,Artist,0,High,3,Cat_3,C,0,1
6207,461488,Male,Yes,53,Yes,Artist,6,Average,2,Cat_6,C,1,0
6208,465745,Male,Yes,38,Yes,Artist,2,Low,2,Cat_6,C,2,2
6209,464415,Male,Yes,41,No,Doctor,1,Low,3,Cat_6,A,2,2
6210,462727,Female,Yes,81,No,Lawyer,0,High,2,Cat_6,A,0,1
6211,463268,Female,Yes,38,No,Engineer,0,Low,3,Cat_4,A,2,2
6212,462085,Female,No,30,Yes,Healthcare,0,Low,1,Cat_6,D,0,2
6213,465226,Male,Yes,37,No,Entertainment,2,Low,3,Cat_6,A,2,2
6214,461465,Male,Yes,28,Yes,Artist,9,Average,2,Cat_6,A,1,0
6215,461409,Male,Yes,43,No,Artist,1,High,3,Cat_6,B,1,1
6216,467791,Male,No,21,No,Doctor,0,Low,5,Cat_7,D,2,2
6217,463761,Male,Yes,33,Yes,Artist,1,Average,3,Cat_6,A,1,0
6218,466098,Male,Yes,78,Yes,Lawyer,1,High,2,Cat_6,A,0,1
6220,465783,Male,No,23,No,Healthcare,1,Low,5,Cat_3,D,2,2
6221,467796,Female,No,27,No,Healthcare,9,Low,2,Cat_6,A,2,2
6222,464859,Female,Yes,45,Yes,Artist,1,Average,3,Cat_6,B,1,0
6223,467386,Male,No,31,No,Doctor,0,Low,1,Cat_6,D,0,2
6224,461984,Male,Yes,42,Yes,Artist,2,Average,2,Cat_6,C,1,0
6225,467205,Female,No,37,Yes,Healthcare,1,Low,3,Cat_6,C,2,2
6226,464525,Male,No,33,Yes,Entertainment,9,Low,2,Cat_6,D,2,2
6227,467103,Male,No,32,Yes,Healthcare,1,Low,3,Cat_6,A,2,2
6228,461067,Male,No,21,No,Healthcare,1,Low,3,Cat_3,D,2,2
6229,462569,Female,No,32,No,Doctor,7,Low,4,Cat_3,D,2,2
6230,462069,Male,Yes,36,Yes,Artist,0,Average,2,Cat_6,B,1,0
6231,465614,Male,Yes,43,Yes,Artist,9,Low,2,Cat_6,C,2,2
6233,460252,Male,Yes,41,Yes,Artist,0,Low,2,Cat_6,A,0,2
6234,466603,Male,Yes,41,Yes,Engineer,1,Average,2,Cat_6,C,1,0
6235,462884,Female,Yes,55,No,Artist,1,Low,2,Cat_3,B,0,2
6236,462418,Male,Yes,61,No,Engineer,9,Average,4,Cat_6,C,1,0
6237,465699,Female,No,38,No,Artist,13,Low,2,Cat_4,D,2,2
6238,466488,Male,Yes,62,Yes,Entertainment,0,Average,6,Cat_6,C,1,0
6239,462783,Female,No,33,No,Marketing,0,Low,4,Cat_3,D,2,2
6240,467063,Male,Yes,53,Yes,Entertainment,1,Average,2,Cat_6,B,1,0
6241,461919,Male,No,38,Yes,Doctor,0,Low,3,Cat_6,A,2,2
6242,461844,Male,Yes,51,No,Artist,2,Average,4,Cat_7,C,1,0
6245,464981,Male,Yes,45,Yes,Artist,0,Average,4,Cat_6,C,1,0
6246,466034,Female,Yes,71,No,Engineer,2,Low,1,Cat_6,B,0,2
6247,461078,Female,No,26,No,Homemaker,0,Low,6,Cat_3,A,2,2
6248,465664,Female,Yes,84,Yes,Lawyer,1,Low,1,Cat_6,A,0,2
6249,467037,Male,Yes,56,No,Lawyer,0,High,2,Cat_6,C,0,1
6250,465474,Male,No,27,No,Marketing,8,Low,4,Cat_4,D,2,2
6251,459158,Male,No,36,No,Engineer,3,Low,3,Cat_6,D,2,2
6252,461545,Female,Yes,70,Yes,Artist,1,Low,3,Cat_7,B,0,2
6254,464397,Female,Yes,40,Yes,Engineer,0,Average,2,Cat_6,C,1,0
6255,464003,Male,No,22,No,Healthcare,0,Low,4,Cat_2,D,2,2
6256,466221,Male,Yes,48,Yes,Artist,4,Low,1,Cat_6,B,0,2
6257,465172,Female,Yes,41,Yes,Artist,9,Average,2,Cat_6,C,1,0
6258,460621,Male,Yes,77,Yes,Lawyer,0,Low,2,Cat_3,C,0,2
6259,467702,Male,Yes,72,Yes,Artist,6,Low,1,Cat_6,D,0,2
6260,461036,Female,No,21,No,Healthcare,1,Low,3,Cat_3,D,2,2
6261,460376,Female,No,29,Yes,Healthcare,3,Low,4,Cat_2,C,2,2
6263,462595,Female,No,29,Yes,Artist,7,Low,7,Cat_4,D,2,2
6264,461195,Male,No,18,No,Healthcare,0,Low,2,Cat_4,D,2,2
6265,466353,Female,Yes,38,Yes,Engineer,0,Average,2,Cat_6,B,1,0
6266,466464,Female,Yes,48,Yes,Homemaker,3,Average,2,Cat_3,B,1,0
6267,466287,Female,Yes,48,Yes,Doctor,1,Average,2,Cat_2,A,1,0
6268,462035,Female,No,37,Yes,Artist,3,Low,1,Cat_6,C,0,2
6269,463082,Male,No,32,Yes,Healthcare,9,Low,5,Cat_6,D,2,2
6270,463600,Male,No,33,No,Healthcare,3,Low,5,Cat_2,B,2,2
6272,465812,Male,Yes,47,No,Artist,0,Average,5,Cat_4,A,1,0
6273,465048,Male,Yes,63,Yes,Artist,1,Average,3,Cat_4,C,1,0
6274,460025,Female,No,26,Yes,Healthcare,5,Low,2,Cat_6,D,2,2
6275,466764,Male,Yes,65,Yes,Lawyer,11,High,2,Cat_6,C,0,1
6276,462125,Male,Yes,22,No,Healthcare,1,Average,4,Cat_7,D,1,0
6277,459551,Female,Yes,42,No,Engineer,4,Low,1,Cat_6,B,0,2
6278,467152,Male,Yes,43,No,Artist,8,Low,1,Cat_6,A,2,2
6280,466420,Male,No,27,Yes,Artist,5,Low,4,Cat_3,B,2,2
6281,460051,Male,No,42,Yes,Artist,7,Low,1,Cat_6,A,2,2
6282,463144,Male,Yes,45,Yes,Executive,1,High,3,Cat_6,C,1,1
6283,465438,Male,No,33,Yes,Doctor,9,Low,6,Cat_4,D,2,2
6284,460438,Male,Yes,58,No,Executive,0,High,4,Cat_3,B,1,1
6285,459032,Male,No,21,No,Doctor,0,Low,3,Cat_6,A,2,2
6286,461199,Female,No,85,Yes,Homemaker,4,Low,1,Cat_6,D,0,2
6287,462061,Male,No,41,No,Doctor,1,Low,3,Cat_6,B,2,2
6289,466119,Female,Yes,57,No,Engineer,0,Low,1,Cat_3,B,0,2
6290,460952,Male,Yes,38,No,Doctor,0,Average,5,Cat_6,A,1,0
6291,459024,Male,Yes,50,Yes,Artist,0,Average,5,Cat_6,C,1,0
6293,464010,Male,No,33,No,Healthcare,1,Low,4,Cat_6,C,2,2
6295,459189,Male,No,26,No,Healthcare,1,Low,6,Cat_6,C,2,2
6296,466972,Male,Yes,25,Yes,Artist,12,Low,2,Cat_6,A,2,2
6297,467072,Male,Yes,63,No,Executive,1,High,3,Cat_6,C,0,1
6300,460437,Female,No,26,Yes,Artist,9,Low,1,Cat_6,A,2,2
6301,463830,Female,No,30,Yes,Engineer,3,Low,3,Cat_6,D,2,2
6302,463475,Female,Yes,36,Yes,Doctor,0,Low,1,Cat_6,B,0,2
6303,462237,Female,No,22,No,Healthcare,1,Low,9,Cat_4,D,2,2
6305,460184,Male,No,27,No,Doctor,9,Low,4,Cat_6,D,2,2
6306,461287,Male,Yes,42,Yes,Executive,1,High,5,Cat_6,B,1,1
